,0,1,2,3,4,5,6
1,0.0,0.024909702329057166,0.0,44.8374641923029,45.485116452858385,9.652509652509652,0.0
2,0.0,0.0,0.012431626056688214,45.860268523122826,44.517652909000496,9.597215315763302,0.012431626056688214
3,0.0,0.0,0.012498437695288089,45.58180227471566,45.00687414073241,9.386326709161356,0.012498437695288089
4,0.0,0.025003125390673835,0.012501562695336917,44.905613201650205,45.53069133641705,9.52619077384673,0.0
5,0.0,0.02505951635133442,0.0,44.56834983084826,45.52061145219897,9.87344944242576,0.01252975817566721
6,0.0,0.012431626056688214,0.012431626056688214,45.785678766782695,44.46792640477374,9.721531576330184,0.0
7,0.0,0.0,0.012442453651860148,45.52693791215628,44.83016050765211,9.630459126539753,0.0
8,0.0,0.02501876407305479,0.012509382036527395,45.258944208156116,45.58418814110583,9.11933950462847,0.0
9,0.0,0.0,0.012371644191513053,45.39156253866139,45.78745515278981,8.808610664357293,0.0
10,0.0,0.0,0.012373174956693888,46.07770353872804,44.65478841870824,9.255134867607028,0.0
mean,0.0,0.011242273420080842,0.009955990734059592,45.37943249871243,45.1385464916237,9.457076763316952,0.0037459821927643515
std,0.0,0.011790783158148301,0.004978207336312237,0.46230803181559416,0.4713005855880835,0.30271016025806197,0.005722126224507379
dispersion,0.0,0.00013902256748247362,2.4782548283312978e-05,0.2137287162812084,0.22212424197567043,0.09163344112346154,3.2742728529195066e-05
