,0,1,2,3,4,5,6
0,0.0,0.0,0.0,27.783,49.754,17.477999999999998,4.984999999999999
1,0.0,0.0,0.0,27.569,50.024,17.36,5.047
2,0.0,0.0,0.0,27.604,49.784,17.586,5.026
3,0.0,0.0,0.0,27.351999999999997,50.31099999999999,17.328,5.009
4,0.0,0.0,0.0,27.678000000000004,49.803,17.534,4.984999999999999
5,0.0,0.0,0.0,27.543,49.986000000000004,17.426,5.045
6,0.0,0.0,0.0,27.359,49.91,17.599999999999998,5.131
7,0.0,0.0,0.0,27.433999999999997,49.803,17.799,4.9639999999999995
8,0.0,0.0,0.0,27.700000000000003,49.787,17.410999999999998,5.102
9,0.0,0.0,0.0,27.456999999999997,50.058,17.459,5.026
