,0,1,2,3,4,5,6
1,0.0,0.0,0.011973180076628351,50.67049808429118,40.30172413793103,9.015804597701148,0.0
2,0.0,0.0,0.011950286806883365,50.967973231357554,39.49569789674952,9.524378585086042,0.0
3,0.0,0.0,0.011893434823977166,50.19029495718363,40.378211227402474,9.419600380589914,0.0
4,0.0,0.02388630120625821,0.0,49.64767705720769,41.08443807476412,9.243998566821928,0.0
5,0.0,0.011970313622216901,0.035910940866650705,51.29279387119943,40.088580320804404,8.570744553507302,0.0
6,0.0,0.0,0.011842728564661299,50.08289909995263,40.58503079109427,9.320227380388442,0.0
7,0.0,0.0,0.011880717595342758,50.63561839135083,40.73898063443032,8.6135202566235,0.0
8,0.0,0.0,0.0,50.09507962918944,41.11005467078678,8.79486570002377,0.0
9,0.0,0.011837121212121212,0.011837121212121212,49.68039772727273,41.07481060606061,9.221117424242424,0.0
10,0.0,0.0,0.0,50.582970203745134,40.360381580497,9.05664821575786,0.0
mean,0.0,0.004769373604059632,0.010728840994626485,50.38462022527502,40.521790994052054,9.078090566074234,0.0
std,0.0,0.007915124676022268,0.00993808170574996,0.5099799317801871,0.48531054954213215,0.31308074404586017,0.0
dispersion,0.0,6.264919863697662e-05,9.876546799016204e-05,0.2600795308185243,0.2355263294968863,0.09801955229230942,0.0
